"","price_open","price_high","price_low","price_close","volume","price_adjusted","ref_date","ticker","ret_adjusted_prices","ret_closing_prices"
"1138",9.5,9.73,9.5,9.68,12183100,9.605149,2019-03-28,"USIM5.SA",0.0200212029436899,0.0200210748155953
"1139",9.84,10.15,9.83,10.04,17280800,9.962365,2019-03-29,"USIM5.SA",0.0371900529601361,0.0371900826446281
"1140",10.3,10.34,10.15,10.22,16001800,10.140973,2019-04-01,"USIM5.SA",0.0179282730556449,0.0179282868525898
"1141",10.33,10.41,9.68,9.7,32691000,9.624994,2019-04-02,"USIM5.SA",-0.0508806206268374,-0.0508806262230921
"1142",9.97,9.98,9.55,9.69,18916800,9.615071,2019-04-03,"USIM5.SA",-0.0010309616816383,-0.00103092783505154
"1143",9.76,9.77,9.55,9.68,15861900,9.605149,2019-04-04,"USIM5.SA",-0.00103192165715671,-0.00103199174406599
"1144",9.75,9.76,9.61,9.64,8498400,9.565458,2019-04-05,"USIM5.SA",-0.00413226281029078,-0.00413223140495855
"1145",9.6,9.62,9.42,9.49,14934500,9.416617,2019-04-08,"USIM5.SA",-0.015560258588768,-0.0155601659751038
"1146",9.49,9.49,9.3,9.4,10651100,9.327313,2019-04-09,"USIM5.SA",-0.00948366063948447,-0.00948366701791359
"1147",9.45,9.49,9.26,9.42,11472600,9.347159,2019-04-10,"USIM5.SA",0.00212772960444219,0.00212765957446814
"1148",9.4,9.44,9.23,9.26,8492800,9.188396,2019-04-11,"USIM5.SA",-0.0169851609456949,-0.0169851380042463
"1149",9.2,9.56,9.14,9.18,14276000,9.109015,2019-04-12,"USIM5.SA",-0.00863926630937539,-0.00863930885529163
"1150",9.28,9.34,9.05,9.07,8945800,8.999866,2019-04-15,"USIM5.SA",-0.0119825250040755,-0.0119825708061001
"1151",9.1,9.2,8.9,8.95,15192600,8.880794,2019-04-16,"USIM5.SA",-0.0132304192084639,-0.0132304299889747
"1152",8.99,9.09,8.78,8.81,12029100,8.741877,2019-04-17,"USIM5.SA",-0.0156424076495862,-0.0156424581005585
"1153",8.81,9.18,8.81,9.02,15900200,8.950253,2019-04-18,"USIM5.SA",0.023836528470945,0.0238365493757093
"1154",9.08,9.08,8.87,8.97,9220300,8.90064,2019-04-22,"USIM5.SA",-0.00554319525939662,-0.00554323725055417
"1155",9.08,9.09,8.91,8.91,7861100,8.841103,2019-04-23,"USIM5.SA",-0.00668906955005466,-0.00668896321070245
"1156",8.92,8.96,8.52,8.59,11391500,8.59,2019-04-24,"USIM5.SA",-0.0284017729462037,-0.0359147025813693
"1157",8.59,8.8,8.48,8.7,12068400,8.7,2019-04-25,"USIM5.SA",0.0128055878928988,0.0128055878928988
"1158",8.71,8.78,8.51,8.61,9237300,8.61,2019-04-26,"USIM5.SA",-0.0103448275862069,-0.0103448275862069
"1159",8.66,8.69,8.58,8.61,5010000,8.61,2019-04-29,"USIM5.SA",0,0
"1160",8.55,8.69,8.47,8.63,10229900,8.63,2019-04-30,"USIM5.SA",0.00232288037166106,0.00232288037166106
"1161",8.57,8.59,8.45,8.45,10001200,8.45,2019-05-02,"USIM5.SA",-0.0208574739281577,-0.0208574739281577
"1162",8.5,8.92,8.48,8.87,13506900,8.87,2019-05-03,"USIM5.SA",0.0497041420118343,0.0497041420118343
"1163",8.68,9.02,8.63,8.78,11853300,8.78,2019-05-06,"USIM5.SA",-0.0101465614430665,-0.0101465614430665
"1164",8.73,8.81,8.46,8.46,15878000,8.46,2019-05-07,"USIM5.SA",-0.0364464692482914,-0.0364464692482914
"1165",8.54,8.68,8.48,8.58,13815000,8.58,2019-05-08,"USIM5.SA",0.0141843971631204,0.0141843971631204
"1166",8.55,8.59,8.43,8.51,7299500,8.51,2019-05-09,"USIM5.SA",-0.00815850815850816,-0.00815850815850816
"1167",8.51,8.62,8.4,8.43,10304100,8.43,2019-05-10,"USIM5.SA",-0.00940070505287893,-0.00940070505287893
"1168",8.33,8.35,8.09,8.18,13102400,8.18,2019-05-13,"USIM5.SA",-0.0296559905100831,-0.0296559905100831
